# Perfil a x=55000.0 mm
-207.394579 -173.453483
-227.797086 -174.468601
-299.912057 -176.039712
-341.316103 -176.938009
-412.759984 -176.266625
-454.859983 -175.867381
-525.559562 -173.127233
-568.326977 -171.466171
-638.199032 -166.568980
-681.604767 -163.523387
-739.466697 -157.480293
-776.296228 -153.631122
-804.945676 -149.778918
-823.478051 -147.285774
-851.889834 -142.726567
-870.483844 -139.741588
-893.347572 -135.330595
-908.462527 -132.413594
-931.056882 -127.158319
-946.135408 -123.650300
-973.005698 -115.513015
-991.130897 -110.023157
-1001.644965 -105.836130
-1008.791989 -102.989690
-1018.890385 -97.934710
-1025.786023 -94.482736
-1033.340848 -89.472998
-1038.521413 -86.037636
-1045.041052 -79.781441
-1049.529772 -75.474379
-1052.074437 -71.743445
-1053.831420 -69.167710
-1055.743874 -65.084020
-1057.066909 -62.259519
-1058.349621 -57.944586
-1059.238851 -54.954296
-1059.854621 -50.504250
-1060.282545 -47.413609
-1060.388543 -45.152487
-1060.391736 -45.083499
-1060.392273 -45.071331
-1060.392479 -45.066262
-1060.392580 -45.063484
-1060.392632 -45.061729
-1060.392660 -45.060521
-1060.392673 -45.059639
-1060.392676 -45.058967
-1060.392673 -45.058438
-1060.392666 -45.058011
-1060.392656 -45.057660
-1060.392539 -45.053973
-1060.392763 -45.050113
-1060.392772 -45.049952
-1060.392781 -45.049776
-1060.392790 -45.049584
-1060.392798 -45.049374
-1060.392806 -45.049142
-1060.392813 -45.048885
-1060.392820 -45.048599
-1060.392826 -45.048279
-1060.392832 -45.047917
-1060.392837 -45.047505
-1060.392840 -45.047032
-1060.392842 -45.046484
-1060.392843 -45.045840
-1060.392840 -45.045074
-1060.392834 -45.044145
-1060.392824 -45.042998
-1060.392809 -45.041544
-1060.392783 -45.039641
-1060.392744 -45.037043
-1060.392681 -45.033284
-1060.392579 -45.027653
-1060.392390 -45.017780
-1060.391958 -44.995977
-1060.390160 -44.907686
-1060.344409 -42.678682
-1060.099566 -40.205440
-1059.708229 -36.256975
-1059.131561 -33.831232
-1058.213914 -29.973095
-1056.786198 -26.393642
-1054.525371 -20.727283
-1052.576944 -17.382535
-1049.509573 -12.118064
-1047.766702 -9.726514
-1045.038491 -5.983825
-1043.291815 -3.885547
-1040.568003 -0.614017
-1035.330692 4.681849
-1027.217398 12.884329
-1021.040582 18.067509
-1011.578136 26.006494
-1005.015156 30.793377
-995.079673 38.038908
-988.444393 42.376163
-978.510131 48.868754
-965.855088 56.185709
-947.181512 66.980708
-933.987832 73.656701
-914.888363 83.319403
-900.904835 89.629853
-881.063969 98.582041
-866.687853 104.440727
-846.697842 112.585776
-828.449541 119.286465
-803.601629 128.408834
-784.880065 134.577863
-759.997471 142.775436
-740.846496 148.463425
-715.987017 155.845406
-696.433345 161.085364
-671.641073 167.727713
-631.454331 176.954293
-582.154353 188.270571
-540.565465 195.913793
-491.851349 204.864052
-448.970025 210.944894
-400.945575 217.752842
-356.835713 222.211220
-309.595937 226.983922
-264.330205 229.662185
-217.941103 232.405049
-194.898081 232.939714
-172.041611 233.469170
-148.741709 233.332221
-126.130466 233.198483
-103.525198 232.489344
-82.049407 231.814913
-47.772750 229.894858
-16.050754 228.116834
18.672485 225.279866
